Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,City  Location,Investors Name,InvestmentnType,Amount
1208,24-03-2016,Horntell,Consumer Internet,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,150000
1209,28-03-2016,Schoolkart,eCommerce,Noida,Undisclosed investors,Seed Funding,300000
1211,29-03-2016,Babygogo,Consumer Internet,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,300000
1212,29-03-2016,Veritas Finance,Finance,Chennai,Sarva Capital,Private Equity,4700000
1213,29-03-2016,QikShip,Consumer Internet,New Delhi,undisclosed investors,Seed Funding,200000
1214,29-03-2016,FixNix,Consumer Internet,Chennai,Jay Vijayan,Seed Funding,500000
1216,30-03-2016,Touchkin,Healthcare,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,400000
1219,01-04-2016,Dil Mil,Consumer Internet,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,2700000
1224,04-04-2016,Hungama,Consumer Internet,Mumbai,Xiaomi Inc,Private Equity,25000000
1229,06-04-2016,Shipsy,Logistics,Gurgaon,DTDC Express Ltd,Private Equity,1000000
1230,06-04-2016,gear6,Consumer Internet,Bangalore,Ninestarter,Seed Funding,500000
1231,06-04-2016,MyGlamm,Consumer Internet,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,6000000
1232,06-04-2016,Petoo,Consumer Internet,Bangalore,Axilor Ventures,Private Equity,1000000
1236,08-04-2016,imedilane,Consumer Internet,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,40000
1237,11-04-2016,Living Local,Consumer Internet,Mumbai,Rattan Chadha,Seed Funding,200000
1239,11-04-2016,Oyo,Consumer Internet,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,100000000
1240,11-04-2016,PriceRaja,Consumer Internet,Gurgaon,Prashant Puri,Seed Funding,300000
1241,12-04-2016,MagicX,Consumer Internet,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,1000000
1245,13-04-2016,Legalraasta,Consumer Internet,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,1000000
1246,13-04-2016,RainCan,Consumer Internet,Pune,Dr. Aniruddha Malpani,Seed Funding,150000
1247,13-04-2016,Hippily,eCommerce,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,250000
1248,13-04-2016,kredX,eCommerce,Bangalore,"Prime Venture Partners,",Seed Funding,750000
1250,14-04-2016,BeaconsTalk,Technology,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,100000
1252,15-04-2016,RenewBuy,Consumer Internet,New Delhi,Mount Nathan Advisors,Seed Funding,1000000
1254,15-04-2016,Vyomo,Consumer Internet,New Delhi,Naturals Salon Chain,Private Equity,15000000
1257,15-04-2016,NestAway,Consumer Internet,Bangalore,Tiger Global,Private Equity,30000000
1258,15-04-2016,Tapchief,Consumer Internet,Bangalore,Vijay Shekhar Sharma,Seed Funding,150000
1263,18-04-2016,Jugnoo,Consumer Internet,Chandigarh,Paytm & existing investors,Private Equity,10000000
1265,19-04-2016,Betaout,eCommerce,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1500000
1266,19-04-2016,DriversCart,Consumer Internet,Chennai,ah! Ventures,Seed Funding,450000
1268,19-04-2016,CollegeDekho,Consumer Internet,New Delhi,Man Capital,Private Equity,2000000
1272,20-04-2016,1mg,eCommerce,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000
1279,22-04-2016,Licious,eCommerce,Bangalore,Mayfield India II Management Ltd,Private Equity,3000000
1282,22-04-2016,TOKO Innovation Studios,Consumer Internet,New Delhi,Indian Angel network,Seed Funding,450000
1283,25-04-2016,Commut,Consumer Internet,Hyderabad,50K Ventures,Seed Funding,200000
1285,25-04-2016,Dropkaffe,Food & Beverage,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,550000
1286,26-04-2016,Transerv,Consumer Internet,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,15000000
1287,26-04-2016,ClearTax,Consumer Internet,Bangalore,"Max Levchin, Scott Banister",Private Equity,1300000
1288,26-04-2016,Roposo,eCommerce,Gurgaon,Bertelsmann India Investments,Private Equity,15000000
1289,27-04-2016,MilkBasket,Consumer Internet,Gurgaon,EVC Ventures,Seed Funding,500000
1292,27-04-2016,ICHR,Consumer Internet,New Delhi,Undisclosed,Seed Funding,450000
1294,28-04-2016,The Wedding Brigade,Consumer Internet,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,600000
1295,28-04-2016,DocsApp,Consumer Internet,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,1200000
1296,29-04-2016,Impact Guru,Consumer Internet,Mumbai,"RB Investments, Fundnel",Seed Funding,500000
1297,29-04-2016,LetReach,eCommerce,New Delhi,vCommission,Private Equity,100000
1299,01-05-2016,Get My Parking,Technology,New Delhi,The Chennai Angels,Seed Funding,376000
1300,01-05-2016,Prescribez,Consumer Internet,Pune,Ankush Mehta,Seed Funding,145000
1302,03-05-2016,Mobikwik,Consumer Internet,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity,50000000
1304,03-05-2016,Zwayam,Consumer Internet,Bangalore,Undisclosed investors,Seed Funding,250000
1306,03-05-2016,Zuver,Consumer Internet,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,180000
1308,04-05-2016,EasyRoads,Consumer Internet,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,200000
1309,04-05-2016,Lenskart,eCommerce,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,60000000
1310,04-05-2016,Seclore,Technology,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,12000000
1311,04-05-2016,SolarTown,Technology,Chennai,Grex.in,Seed Funding,200000
1312,04-05-2016,Comarete,Technology,Pune,Grex.in,Seed Funding,200000
1313,04-05-2016,MyDentistChoice,eCommerce,Hyderabad,Undisclosed investors,Seed Funding,150000
1314,04-05-2016,Active.ai,Technology,Singapore,Kalaari Capital Accelerator Program,Seed Funding,500000
1315,04-05-2016,Affordplan,Technology,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,500000
1316,04-05-2016,Indee,Consumer Internet,Bangalore,Kalaari Capital Accelerator Program,Seed Funding,500000
1318,05-05-2016,WebAlligator,Consumer Internet,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed Funding,375000
1319,06-05-2016,EduAce Services,Education,Lucknow,MoMagic Technologies,Private Equity,1000000
1321,07-05-2016,Zebroads,Logistics,Hyderabad,Undisclosed investors,Seed Funding,75000
1322,09-05-2016,Locus,Technology,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,2750000
1323,09-05-2016,Toko Innovations,Consumer Internet,Bangalore,"Roopak Saluja, Vishal Khare",Seed Funding,450000
1324,09-05-2016,Rentickle,eCommerce,New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,250000
1325,10-05-2016,HealthifyMe,Consumer Internet,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,6000000
1326,10-05-2016,Zarget,Consumer Internet,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,1500000
1327,10-05-2016,InnoNano Research,Technology,Chennai,NanoHoldings,Private Equity,18000000
1328,10-05-2016,SchoolWear,eCommerce,Mumbai,Undisclosed investors,Seed Funding,1500000
1329,10-05-2016,Swiggy,Consumer Internet,Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,7000000
1330,11-05-2016,Zenify,Consumer Internet,Bangalore,Undisclosed Investors,Private Equity,900000
1332,11-05-2016,Fractal Analytics,Technology,Mumbai,Khazanah Nasional Berhad,Private Equity,100000000
1333,12-05-2016,Unacademy,Consumer Internet,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,500000
1334,12-05-2016,Capital Float,Consumer Internet,Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,25000000
1335,12-05-2016,Life Circle,Healthcare,Hyderabad,GROUPE SOS,Private Equity,150000
1340,13-05-2016,StayZilla,Consumer Internet,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,13500000
1341,13-05-2016,WoW Express,Logistics,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,2200000
1342,16-05-2016,Smartivity,eCommerce,Delhi,"S Chand, AdvantEdge Partners",Private Equity,1000000
1347,18-05-2016,TheSmartQ,Consumer Internet,Bangalore,YourNest Angel Fund,Seed Funding,250000
1348,18-05-2016,PurpleHealth,Consumer Internet,Trivandrum,Katabole Technology Venture,Seed Funding,100000
1350,18-05-2016,EduPristine,Education,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,10000000
1351,18-05-2016,BhiveWorkspace,Reality,Bangalore,Blume Ventures,Private Equity,1000000
1353,19-05-2016,Appie,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,1000000
1355,19-05-2016,TaxiVaxi,Consumer Internet,New Delhi,Undisclosed HNIs,Seed Funding,500000
1356,19-05-2016,Veqta,Consumer Internet,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding,500000
1357,20-05-2016,i2ifunding,Consumer Internet,Noida,Undisclosed Investors,Seed Funding,300000
1359,23-05-2016,Hoppingo,Consumer Internet,New Delhi,vCommission,Seed Funding,89000
1361,24-05-2016,Goalwise,Consumer Internet,Bangalore,Undisclosed HNIs,Seed Funding,1000000
1363,25-05-2016,Address Health,Healthcare,Bangalore,Gray Matters Capital,Private Equity,1500000
1364,25-05-2016,Arcatron Mobility,Technology,Pune,Sudhir Mehta,Seed Funding,100000
1366,26-05-2016,Cleartax,Consumer Internet,Bangalore,"FF Angel, Sequoia Capital",Private Equity,2000000
1368,26-05-2016,mChamp,Consumer Internet,New Delhi,MoMagic Technologies,Seed Funding,475000
1370,30-05-2016,Vahanalytics,Technology,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,200000
1372,31-05-2016,Koovs,eCommerce,New Delhi,HT Media Ltd,Private Equity,4400000
1373,31-05-2016,CCavenue,Consumer Internet,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,8900000
1376,31-05-2016,MachaDalo,Consumer Internet,Mumbai,Undisclosed Investors,Seed Funding,175000
1381,02-06-2016,Atomberg,Technology,Mumbai,Parampara Capital,Private Equity,1000000
1383,02-06-2016,Limo,Consumer Internet,Mumbai,Rainmaker Ventures,Private Equity,1000000
1385,03-06-2016,GoGo Truck,Consumer Internet,Chennai,Undisclosed Investor,Seed Funding,75000
1386,03-06-2016,Vyome Biosciences,Healthcare,New Delhi,Romulus Capital,Private Equity,2000000
1387,06-06-2016,SillyMonks,Consumer Internet,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,448000
1388,07-06-2016,CueMath,Education,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private Equity,4000000
1389,07-06-2016,KrazyBee,Consumer Internet,Bangalore,"Yeahmobi, Fenqile",Private Equity,2000000
1390,07-06-2016,Intgrea,Technology,Bangalore,Undisclosed Investor,Seed Funding,100000
1391,07-06-2016,HelpShift,Technology,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,23000000
1392,07-06-2016,CreditVidya,Technology,Mumbai,Kalaari Capital,Private Equity,1000000
1393,08-06-2016,Grey Campus,Consumer Internet,Hyderabad,Sarath Sura,Seed Funding,1000000
1394,08-06-2016,ListUp,eCommerce,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,500000
1395,08-06-2016,6Degree,Technology,Mumbai,Indian Angel Network,Seed Funding,200000
1398,08-06-2016,StoreKing,eCommerce,Bangalore,Axiata Digital,Private Equity,16000000
1400,08-06-2016,MySeniorDoctor,Consumer Internet,Gurgaon,BlackJag Partners,Seed Funding,200000
1403,09-06-2016,EPayLater,Technology,Mumbai,3 undisclosed HNIs,Seed Funding,2000000
1405,10-06-2016,Paytunes,Consumer Internet,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,500000
1413,13-06-2016,Bombay Shirt Company,eCommerce,Mumbai,undisclosed investor,Private Equity,1000000
1418,14-06-2016,Jivox,Technology,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,6000000
1419,14-06-2016,Sminq,Consumer Internet,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,1000000
1420,14-06-2016,CureJoy,Consumer Internet,Bangalore,Accel Partners India,Private Equity,4400000
1421,15-06-2016,Oneway.cab,Consumer Internet,Vadodara,Indian Angel Network,Seed Funding,450000
1423,16-06-2016,Diro Labs,Consumer Internet,New Delhi,Info Edge (India) Ltd,Private Equity,450000
1424,16-06-2016,Unnati Helpers,Consumer Internet,Gurgaon,Info Edge (India) Ltd,Private Equity,600000
1427,16-06-2016,Voonik,eCommerce,Bangalore,Sequoia Capital,Private Equity,20000000
1429,17-06-2016,Cleartax,Consumer Internet,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,12000000
1430,17-06-2016,Silvan Innovation Labs,Technology,Bangalore,Infuse Ventures,Private Equity,900000
1431,17-06-2016,GreytHR,Technology,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,5200000
1437,21-06-2016,Onspoon,Consumer Internet,Mumbai,Swan Angel Network,Seed Funding,150000
1441,21-06-2016,Celerix,Technology,Bangalore,Bitkemy Ventures,Seed Funding,400000
1442,21-06-2016,NatureNama,Consumer Internet,Mumbai,Unicorn Venture,Seed Funding,225000
1444,21-06-2016,Syona Cosmetics,FMCG,Chennai,The Chennai Angels,Seed Funding,150000
1445,21-06-2016,PrettySecrets,eCommerce,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,6000000
1446,22-06-2016,SpiderG,Consumer Internet,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,150000
1447,23-06-2016,FarEye,Technology,New Delhi,Saif Partners,Private Equity,3500000
1448,23-06-2016,The Uolo,Consumer Internet,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,210000
1451,24-06-2016,Drivify,Consumer Internet,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,50000
1453,24-06-2016,ParaBlu,Technology,Bangalore,Kalaari Capital,Seed Funding,500000
1454,24-06-2016,Schedulers Logistics,Logistics,Mumbai,GVFL,Private Equity,6000000
1455,24-06-2016,LEAP India,Others,Mumbai,Mayfield Ventures,Private Equity,3000000
1456,24-06-2016,KabadiExpress,Others,New Delhi,Undisclosed investor,Seed Funding,148000
1457,27-06-2016,YourDost,Consumer Internet,Bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,1200000
1458,27-06-2016,Gomalon,Consumer Internet,Bangalore,Undisclosed investor,Seed Funding,100000
1460,27-06-2016,Travelyaari,Consumer Internet,Bangalore,GVFL Ltd,Private Equity,3000000
1461,28-06-2016,FabHotels,Consumer Internet,Gurgaon,"Accel Partners, RB Investments",Private Equity,8000000
1462,28-06-2016,Locanix,Technology,Ahmedabad,Undisclosed investors,Seed Funding,300000
1463,28-06-2016,LendingKart,Consumer Internet,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,32000000
1464,28-06-2016,Hello Tax,Consumer Internet,New Delhi,Sanjeev Sinha,Seed Funding,295000
1467,29-06-2016,LetReach,eCommerce,New Delhi,vCommission,Private Equity,100000
1468,29-06-2016,TrendieApp,Technology,Kolkata,Harsh Vardhan Hada,Seed Funding,50000
1470,29-06-2016,Velvetcase,eCommerce,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,1500000
1471,30-06-2016,Meru Cabs,Consumer Internet,Mumbai,Brand Capital,Private Equity,25000000
1472,30-06-2016,Campus Diaries,Consumer Internet,Bangalore,Aarin Capital,Seed Funding,220000
1474,30-06-2016,Biryani Blues,Food & Beverage,Gurgaon,Carpediem Capital & Others,Private Equity,368000
1477,01-07-2016,Venture Catalysts,Consumer Internet,Mumbai,Zaffiro Ventures,Seed Funding,500000
1479,02-07-2016,Playment,Consumer Internet,Bangalore,SAIF Partners,Private Equity,700000
1481,04-07-2016,Curefit,Consumer Internet,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,15000000
1482,04-07-2016,StitchWood,eCommerce,Mumbai,Deepak Gupta,Seed Funding,200000
1483,04-07-2016,Grab.in,Logistics,Mumbai,Aramex Ventures Llc,Private Equity,2000000
1485,04-07-2016,NeoGrowth,Finance,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,16000000
1486,05-07-2016,SeeDoc,Consumer Internet,Gurgaon,YourNest Angel Fund\\xc2\\xa0 & Others,Private Equity,1000000
1487,05-07-2016,BookMyShow,Consumer Internet,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,82000000
1488,05-07-2016,Flyrobe,eCommerce,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain",Seed Funding,1700000
1489,06-07-2016,HappilyUnmarried,eCommerce,New Delhi,Info Edge (India) Ltd,Private Equity,740000
1490,06-07-2016,Don\\xe2\\x80\\x99t Scratch Your Head,Technology,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,250000
1491,06-07-2016,Wedding Wishlist,Consumer Internet,Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,297000
1492,07-07-2016,AppDaily,Technology,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,2000000
1493,07-07-2016,Adytude,Consumer Internet,New Delhi,Indian Angel Network,Private Equity,1000000
1497,08-07-2016,HolaChef,Consumer Internet,Mumbai,"Kalaari Capital, India Quotient",Private Equity,1950000
1498,11-07-2016,Purplle,eCommerce,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,6000000
1499,11-07-2016,Trak N Tell,Technology,Gurgaon,Brian Acton,Private Equity,3500000
1500,11-07-2016,Overcart.com,eCommerce,Gurgaon,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,3000000
1501,12-07-2016,SirionLabs,Technology,Gurgaon,Sequoia Capital,Private Equity,12250000
1506,13-07-2016,YAAP,Consumer Internet,New Delhi,Rainmaker Ventures,Private Equity,5000000
1508,13-07-2016,Twigly,Consumer Internet,Gurgaon,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,600000
1509,13-07-2016,ShareChat,Consumer Internet,Bangalore,"SAIF Partners, India Quotient",Private Equity,1350000
1511,13-07-2016,RentMojo,Consumer Internet,Bangalore,"Accel Partners, IDG Ventures India",Private Equity,5000000
1514,14-07-2016,Augrav,eCommerce,Coimbatore,Keiretsu Forum,Seed Funding,450000
1515,14-07-2016,ShoppinPal,Technology,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,1070000
1517,15-07-2016,WorkApps,Technology,Pune,SRI Capital,Seed Funding,1000000
1518,15-07-2016,BankerBay,Consumer Internet,Bangalore,undisclosed investors,Private Equity,2000000
1520,15-07-2016,TripShelf,eCommerce,New Delhi,GEMS group,Seed Funding,250000
1522,15-07-2016,Ridlr,Consumer Internet,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,6000000
1523,18-07-2016,Yellowdig,Consumer Internet,Pune,SRI Capital,Seed Funding,650000
1524,18-07-2016,Zuppler,Consumer Internet,New Delhi,SRI Capital,Seed Funding,650000
1525,18-07-2016,BlueStone,eCommerce,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,30000000
1528,19-07-2016,Sagacito,Technology,New Delhi,Star India Pvt. Ltd,Private Equity,10000000
